SUBJECT, COUNT, DEPTH, L_CUE_TYPE, LVALUE, LIMAGE, LPROBS, C_CUE_TYPE, CVALUE, CIMAGE, CPROBS, R_CUE_TYPE, RVALUE, RIMAGE, RPROBS, DIRECTION, CHOSEN_CUE_TYPE, CHOSEN_VALUE, CHOSEN_IMAGE, CHOSEN_PROBS, PRIZE, DECREASE, CURR_INVENTORY
111,0,0,None,None,None,None,None,None,None,None,None,None,None,None,centre,None,None,None,None,0,0.0,0.0
